,District,Sector,Cellule,Village,Vill_Code,,NEP results,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Mwana,Karukungu,34110503,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Mwana,Murama,34110504,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Mwana,Mwana,34110505,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Mwana,Nyagahangar,34110507,7,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Rwaza,Gatobo,34110601,1,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Rwaza,Gifunzo,34110602,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Rwaza,Kamenyo I,34110604,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Rwaza,Kamenyo Ii,34110605,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Rwaza,Muhungwe,34110606,6,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Rwaza,Murama,34110607,7,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Rwaza,Musekera,34110608,8,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Rwaza,Musezero,34110610,10,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Rwaza,Muturagara,34110611,11,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Rwaza,Rubona Ii,34110612,12,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Rwaza,Rugarambiro,34110613,13,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Rwaza,Rugote,34110614,14,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Rurembo,Rwaza,Tubuye,34110616,16,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Shyira,Cyimanzovu,Cyinyana,34120102,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Shyira,Kanyamitana,Kibuye,34120203,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Shyira,Kanyamitana,Kabagabo,34120205,5,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Shyira,Kanyamitana,Rubaba,34120206,6,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Shyira,Kintarure,Mabare,34120303,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Shyira,Mutanda,Kidandari,34120502,2,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Shyira,Mutanda,Murambi,34120503,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Shyira,Mutanda,Ntende,34120504,4,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Shyira,Shaki,Karambi,34120603,3,SAS,,,,,,,,,,,
Iburengerazuba,Nyabihu,Shyira,Shaki,Kirwa,34120604,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,BWIRA,Bungwe,Gasura,35010101,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,BWIRA,Bungwe,Rutembo,35010104,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,BWIRA,Cyahafi,Bushyogero,35010201,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,BWIRA,Cyahafi,Cyahafi,35010202,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,BWIRA,Cyahafi,Kamina,35010203,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,BWIRA,Cyahafi,Rushubi,35010204,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,BWIRA,Gashubi,Rugeshi,35010303,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,BWIRA,Ruhindage,Kabirizi,35010501,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,BWIRA,Ruhindage,Kiregamazi,35010502,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,BWIRA,Ruhindage,Mwiha,35010503,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,BWIRA,Ruhindage,Nyabitare,35010504,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,GATUMBA,Cyome,Rwasare,35020106,6,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,GATUMBA,Gatsibo,Gatongo,35020202,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,GATUMBA,Gatsibo,Gatsibo,35020203,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,GATUMBA,Gatsibo,Gatwa,35020204,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,GATUMBA,Gatsibo,Kimirama,35020205,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,GATUMBA,Gatsibo,Rutabataba,35020206,6,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,GATUMBA,Kamasiga,Nsyabire,35020305,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,GATUMBA,Kamasiga,Nyenyeri,35020306,6,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,GATUMBA,Karambo,Kabarore,35020403,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,GATUMBA,Karambo,Karehe,35020404,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,GATUMBA,Ruhanga,Kadehero,35020505,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,GATUMBA,Ruhanga,Kamina,35020506,6,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,HINDIRO,Gatare,Kigarama,35030102,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,HINDIRO,Gatare,Muhororo,35030103,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,HINDIRO,Gatare,Nyagasozi,35030104,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,HINDIRO,Gatega,Cyahafi,35030201,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,HINDIRO,Gatega,Gasharu,35030203,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,HINDIRO,Gatega,Huriro,35030205,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,HINDIRO,Gatega,Kagarama,35030207,7,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,HINDIRO,Gatega,Rutsiro,35030208,8,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,HINDIRO,Gatega,Sereri,35030209,9,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,HINDIRO,Marantima,Munyegera,35030404,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,HINDIRO,Marantima,Rugarika,35030406,6,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,HINDIRO,Rugendabari,Mituga,35030503,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,HINDIRO,Rugendabari,Mukoni,35030504,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,HINDIRO,Runyinya,Marembo,35030601,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,HINDIRO,Runyinya,Murambi,35030602,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,HINDIRO,Runyinya,Rugarambiro,35030603,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,HINDIRO,Runyinya,Rwamiko,35030604,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KABAYA,Busunzu,Kabarenzi,35040102,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KABAYA,Busunzu,Kabuganza,35040104,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KABAYA,Gaseke,Mizingo,35040203,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KABAYA,Gaseke,Nyamugari,35040205,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KABAYA,Kabaya,Bitare,35040301,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KABAYA,Kabaya,Kimisagara,35040302,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KABAYA,Kabaya,Nyanza,35040305,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KABAYA,Mwendo,Butare,35040402,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KABAYA,Mwendo,Kabeza,35040403,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KABAYA,Ngoma,Rutoyi,35040507,7,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KABAYA,Nyenyeri,Gashyitsi,35040602,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KABAYA,Nyenyeri,Kabasare,35040603,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KABAYA,Nyenyeri,Nyamugari,35040606,6,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KABAYA,Nyenyeri,Nyasenge,35040607,7,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAGEYO,Kageshi,Cyungo,35050101,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAGEYO,Kageshi,Kantara,35050102,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAGEYO,Kageshi,Mukaka,35050104,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAGEYO,Kirwa,Gatovu,35050201,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAGEYO,Kirwa,Gihonga,35050202,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAGEYO,Kirwa,Kabagari,35050203,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAGEYO,Kirwa,Nyaruzenga,35050204,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAGEYO,Mukore,Gaseke,35050301,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAGEYO,Mukore,Gitongo,35050302,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAGEYO,Mukore,Kabuhake,35050303,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAGEYO,Mukore,Nyamatanga,35050304,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAGEYO,Muramba,Gashinge,35050401,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAGEYO,Muramba,Kabyaza,35050402,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAGEYO,Muramba,Murangara,35050403,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAGEYO,Nyamata,Bereshi,35050501,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAGEYO,Nyamata,Kagarama,35050503,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAGEYO,Nyamata,Kibanda,35050504,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAGEYO,Nyamata,Nyamutuku,35050505,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAGEYO,Rwamamara,Gaseke,35050601,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAVUMU,Birembo,Kantobo,35060103,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAVUMU,Birembo,Rwanamiza,35060105,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAVUMU,Gitwa,Biraro,35060201,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAVUMU,Gitwa,Nyamugari,35060204,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAVUMU,Murinzi,Ntebeyinuma,35060303,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAVUMU,Nyamugeyo,Karambo,35060403,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAVUMU,Nyamugeyo,Nyabubanda,35060405,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAVUMU,Rugeshi,Gasumo,35060502,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAVUMU,Rugeshi,Kabeza,35060503,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAVUMU,Rugeshi,Karambi,35060504,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAVUMU,Tetero,Gatsibo,35060602,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAVUMU,Tetero,Mizingo,35060604,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,KAVUMU,Tetero,Ruherahere,35060605,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MATYAZO,Binana,Kabuye,35070102,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MATYAZO,Binana,Kaseke,35070103,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MATYAZO,Binana,Kavumu,35070104,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MATYAZO,Gitega,Gasayo,35070203,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MATYAZO,Matare,Munyinya,35070304,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MATYAZO,Matare,Nyenyeri,35070306,6,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MATYAZO,Rutare,Nyakiliba,35070402,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MATYAZO,Rutare,Rwamabuye,35070404,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MATYAZO,Rutare,Shori,35070405,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MATYAZO,Rwamiko,Rusororo,35070503,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHANDA,Bugarura,Runayu,35080106,6,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHANDA,Gasiza,Nyenyeri,35080204,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHANDA,Gasiza,Rurandama,35080206,6,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHANDA,Nganzo,Murehe,35080405,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHANDA,Nganzo,Ntaruko,35080406,6,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHANDA,Ngoma,Bugobora,35080501,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHANDA,Ngoma,Karambi,35080503,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHANDA,Ngoma,Rucano,35080505,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHANDA,Rutagara,Kabari,35080603,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHANDA,Rutagara,Kamashya,35080604,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHANDA,Rutagara,Mushishiro,35080605,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHANDA,Rutagara,Rurambo,35080609,9,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHOROR,Bweramana,Buyenzi,35090101,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHOROR,Bweramana,Gasave,35090102,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHOROR,Bweramana,Musanzubize,35090103,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHOROR,Bweramana,Nyagaseke,35090104,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHOROR,Bweramana,Ruhanga,35090105,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHOROR,Mubuga,Gasovu,35090203,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHOROR,Myiha,Kabyiniro,35090301,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHOROR,Myiha,Myiha,35090302,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHOROR,Myiha,Shori,35090303,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHOROR,Rugogwe,Butinza,35090401,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHOROR,Rugogwe,Murambi,35090403,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHOROR,Rugogwe,Nganzo,35090404,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHOROR,Rusororo,Gisovu,35090503,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHOROR,Rusororo,Rongi,35090505,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,MUHOROR,Sanza,Sanza,35090605,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Bijyojyo,Bijyojyo,35100101,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Bijyojyo,Birima,35100102,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Bijyojyo,Cyajongo,35100103,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Bijyojyo,Gasave,35100104,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Bijyojyo,Runyoni,35100107,7,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Bijyojyo,Rutonde,35100108,8,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Bitabage,Gasharu,35100201,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Bitabage,Gituza,35100202,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Bitabage,Kinga,35100204,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Bitabage,Nganzo,35100205,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Bitabage,Nyamugari,35100207,7,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Kabageshi,Gasharu,35100301,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Kabageshi,Kabuga,35100302,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Kabageshi,Kandamira,35100303,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Kabageshi,Masoro,35100304,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Kibanda,Kamina,35100401,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Kibanda,Kirombozi,35100404,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Kibanda,Ruhuha,35100405,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Kibanda,Rwamateke,35100407,7,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Kibanda,Rwambogo,35100408,8,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Kinyovi,Gahunga,35100501,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Kinyovi,Giseke,35100502,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NDARO,Kinyovi,Rugeyo,35100503,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Kaseke,Nyabisindu,35110106,6,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Kaseke,Nyarubari,35110108,8,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Mugano,Gashinya,35110301,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Mugano,Mana,35110303,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Mugano,Manogo,35110304,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Mugano,Nyabisindu,35110306,6,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Mugano,Nyenyeri,35110307,7,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Mugano,Ruhuha,35110308,8,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Nyange,Gatare,35110401,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Nyange,Gihe,35110402,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Nyange,Kabeza,35110403,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Nyange,Karama,35110404,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Nyange,Mazimeru,35110405,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Nyange,Nyakaganzo,35110406,6,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Nyange,Nyange,35110407,7,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Nyange,Turamigina,35110408,8,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Rususa,Gasarara,35110502,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Rususa,Nyarubingo,35110504,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Torero,Gatare,35110601,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Torero,Kanama,35110602,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Torero,Karera,35110603,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Torero,Nyamabuye,35110605,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Torero,Nyamiyaga,35110606,6,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NGORORE,Torero,Rwambariro,35110607,7,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NYANGE,Bambiro,Bugabe,35120101,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NYANGE,Bambiro,Butare,35120102,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NYANGE,Bambiro,Muzi,35120104,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NYANGE,Bambiro,Nyarushubi,35120105,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NYANGE,Bambiro,Rwasankuba,35120106,6,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NYANGE,Nsibo,Kanyinya,35120302,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NYANGE,Vuganyana,Kakinyoni,35120401,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NYANGE,Vuganyana,Kamuriza,35120402,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NYANGE,Vuganyana,Kazenga,35120404,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NYANGE,Vuganyana,Mbobo,35120405,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,NYANGE,Vuganyana,Ngorore,35120406,6,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Birembo,Mahembe,35130102,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Birembo,Muyange,35130103,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Birembo,Ruseke,35130105,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Kagano,Gitabage,35130201,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Kagano,Karambo,35130202,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Kagano,Rusenge,35130205,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Kanyana,Bitaba,35130301,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Kanyana,Gahombo,35130302,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Kanyana,Gashihe,35130303,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Kanyana,Mugobati,35130304,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Kanyana,Ruganda,35130305,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Kanyana,Rusebeya,35130306,6,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Musenyi,Gihonga,35130401,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Musenyi,Gisakavu,35130402,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Musenyi,Gisiza,35130403,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Musenyi,Kabuga,35130404,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Musenyi,Rubindi,35130405,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Nyabipfura,Sanzare,35130505,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Rutovu,Gasiza,35130601,1,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Rutovu,Kanyirajana,35130602,2,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Rutovu,Kigusa,35130603,3,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Rutovu,Ngaza,35130604,4,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Rutovu,Ngugu,35130605,5,SAS,,,,,,,,,,,
Iburengerazuba,Ngororero,SOVU,Rutovu,Rukeri,35130606,6,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Bugarama,Nyange,Cyagara,36010102,2,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Bugarama,Nyange,Kamabuye,36010105,5,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Bugarama,Nyange,Misufi,36010107,7,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Bugarama,Nyange,Muko,36010109,9,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Bugarama,Nyange,Rusayo,36010113,13,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Bugarama,Pera,Isangano,36010202,2,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Bugarama,Pera,Ituze,36010203,3,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Bugarama,Pera,Kabusunzu,36010204,4,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Bugarama,Pera,Kinamba,36010206,6,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Bugarama,Pera,Majyambere,36010208,8,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Bugarama,Pera,Murwa,36010210,10,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Bugarama,Ryankana,Kagarama,36010304,4,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Bugarama,Ryankana,Mubombo,36010307,7,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Butare,Butanda,Gitega,36020103,3,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Butare,Gatereri,Nyambeho,36020209,9,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Butare,Nyamihanda,Kenya,36020301,1,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Bweyeye,Kiyabo,Bunyagiro,36030201,1,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Bweyeye,Nyamuzi,Kigobe,36030402,2,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Bweyeye,Rasano,Nyamutake,36030504,4,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Bweyeye,Rasano,Uwinzovu,36030507,7,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Gashonga,Buhokoro,Gahinga,36040203,3,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Gashonga,Rusayo,Bitaba,36040801,1,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Giheke,Cyendajuru,Kibakure,36050103,3,SAS,,,,,,,,,,,
Iburengerazuba,Rusizi,Giheke,Kamashangi,Gitwa,36050401,1,SAS,,,,,,,,,,,
